date,adjClose,adjHigh,adjLow,adjOpen,adjVolume,close,divCash,high,low,open,splitFactor,volume
2003-10-01,340.0,380.0,280.0,380.0,0,0.17,0.0,0.19,0.14,0.19,1.0,0
2003-10-02,340.0,340.0,340.0,340.0,0,0.17,0.0,0.17,0.17,0.17,1.0,0
2003-10-03,260.0,300.0,240.0,260.0,0,0.13,0.0,0.15,0.12,0.13,1.0,0
2003-10-06,220.0,260.0,200.0,240.0,0,0.11,0.0,0.13,0.1,0.12,1.0,0
2003-10-07,260.0,260.0,260.0,260.0,0,0.13,0.0,0.13,0.13,0.13,1.0,0
2003-10-08,180.0,200.0,160.0,180.0,0,0.09,0.0,0.1,0.08,0.09,1.0,0
2003-10-09,180.0,180.0,160.0,160.0,0,0.09,0.0,0.09,0.08,0.08,1.0,0
2003-10-10,200.0,200.0,200.0,200.0,0,0.1,0.0,0.1,0.1,0.1,1.0,0
2003-10-13,200.0,200.0,180.0,200.0,0,0.1,0.0,0.1,0.09,0.1,1.0,0
2003-10-14,280.0,300.0,260.0,300.0,0,0.14,0.0,0.15,0.13,0.15,1.0,0
2003-10-15,280.0,280.0,280.0,280.0,0,0.14,0.0,0.14,0.14,0.14,1.0,0
2003-10-16,260.0,260.0,200.0,200.0,0,0.13,0.0,0.13,0.1,0.1,1.0,0
2003-10-17,180.0,200.0,180.0,200.0,0,0.09,0.0,0.1,0.09,0.1,1.0,0
2003-10-20,220.0,220.0,180.0,180.0,0,0.11,0.0,0.11,0.09,0.09,1.0,0
2003-10-21,200.0,220.0,200.0,200.0,0,0.1,0.0,0.11,0.1,0.1,1.0,0
2003-10-22,200.0,200.0,200.0,200.0,0,0.1,0.0,0.1,0.1,0.1,1.0,0
2003-10-23,200.0,200.0,200.0,200.0,0,0.1,0.0,0.1,0.1,0.1,1.0,0
2003-10-24,200.0,200.0,200.0,200.0,0,0.1,0.0,0.1,0.1,0.1,1.0,0
2003-10-27,220.0,220.0,200.0,200.0,0,0.11,0.0,0.11,0.1,0.1,1.0,0
2003-10-28,220.0,220.0,220.0,220.0,0,0.11,0.0,0.11,0.11,0.11,1.0,0
2003-10-29,220.0,220.0,220.0,220.0,0,0.11,0.0,0.11,0.11,0.11,1.0,0
2003-10-30,200.0,240.0,180.0,240.0,0,0.1,0.0,0.12,0.09,0.12,1.0,0
2003-10-31,180.0,180.0,180.0,180.0,0,0.09,0.0,0.09,0.09,0.09,1.0,0
2003-11-03,220.0,220.0,200.0,220.0,0,0.11,0.0,0.11,0.1,0.11,1.0,0
2003-11-04,240.0,260.0,240.0,240.0,0,0.12,0.0,0.13,0.12,0.12,1.0,0
2003-11-05,320.0,320.0,260.0,260.0,0,0.16,0.0,0.16,0.13,0.13,1.0,0
2003-11-06,340.0,360.0,260.0,320.0,0,0.17,0.0,0.18,0.13,0.16,1.0,0
2003-11-07,360.0,400.0,340.0,340.0,100,0.18,0.0,0.2,0.17,0.17,1.0,200000
2003-11-10,360.0,360.0,340.0,340.0,0,0.18,0.0,0.18,0.17,0.17,1.0,0
2003-11-11,360.0,360.0,360.0,360.0,0,0.18,0.0,0.18,0.18,0.18,1.0,0
2003-11-12,370.0,370.0,370.0,370.0,0,1.85,0.0,1.85,1.85,1.85,0.1,0
2003-11-13,370.0,370.0,220.0,220.0,0,1.85,0.0,1.85,1.1,1.1,1.0,0
2003-11-14,370.0,370.0,370.0,370.0,0,1.85,0.0,1.85,1.85,1.85,1.0,0
2003-11-17,370.0,370.0,370.0,370.0,0,1.85,0.0,1.85,1.85,1.85,1.0,0
2003-11-18,350.0,350.0,230.0,230.0,0,1.75,0.0,1.75,1.15,1.15,1.0,0
2003-11-19,320.0,350.0,240.0,350.0,0,1.6,0.0,1.75,1.2,1.75,1.0,0
2003-11-20,280.0,280.0,250.0,250.0,0,1.4,0.0,1.4,1.25,1.25,1.0,0
2003-11-21,276.0,280.0,250.0,250.0,0,1.38,0.0,1.4,1.25,1.25,1.0,0
