Date,Close,High,Low,Open,Volume,Adj Close,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2002-12-06,86.17,87.09,85.76,87,440500,48.09207436,48.60553274,47.86325052,48.55530312,440500,0,1
2002-12-09,86.65,86.85,86.17,86.2,400300,48.35996569,48.47158708,48.09207436,48.10881757,400300,0,1
2002-12-10,86.88,86.93,86.5,86.61,151600,48.48833029,48.51623563,48.27624965,48.33764141,151600,0,1
2002-12-11,87.46,87.65,86.96,87.15,163800,48.81203231,48.91807262,48.53297884,48.63901916,163800,0,1
2002-12-12,87.38,87.6,87.06,87.06,135800,48.76738375,48.89016728,48.58878953,48.58878953,135800,0,1
2002-12-13,86.53,87.16,86.53,87.14,425800,48.29299286,48.64460023,48.29299286,48.63343809,425800,0,1
2002-12-16,85.88,86.9,85.84,86.9,115700,47.93022335,48.49949242,47.90789908,48.49949242,115700,0,1
2002-12-17,85.88,86.35,85.68,86.3,290600,47.93022335,48.19253361,47.81860197,48.16462826,290600,0,1
2002-12-18,86.55,86.69,86.25,86.48,191000,48.304155,48.38228997,48.13672292,48.26508751,191000,0,1
2002-12-19,87.32,87.49,86.65,86.8,134400,48.73389734,48.82877551,48.35996569,48.44368173,134400,0,1
2002-12-20,87.38,87.56,87.15,87.23,41900,48.76738375,48.867843,48.63901916,48.68366771,41900,0,1
2002-12-23,87.4,87.4,86.25,87.36,74200,48.77854589,48.77854589,48.13672292,48.75622161,74200,0,1
2002-12-24,87.89,88.08,87.84,88,46600,49.05201829,49.1580586,49.02411294,49.11341005,46600,0,1
2002-12-26,88.06,88.06,87.73,87.9,13500,49.14689647,49.14689647,48.96272118,49.05759936,13500,0,1
2002-12-27,89.03,89.03,88.28,88.55,140200,49.68826019,49.68826019,49.26967999,49.42036886,140200,0,1
2002-12-30,89.24,89.24,88.63,88.9,274900,49.80546265,49.80546265,49.46501742,49.61570629,274900,0,1
2002-12-31,88.57,89.33,88.32,88.95,109400,49.68061412,50.10691272,49.54038432,49.89376342,109400,0.4463,1
2003-01-02,86.28,87.9,86.21,87.7,192100,48.39610914,49.30479826,48.3568448,49.19261442,192100,0,1
2003-01-03,86.48,86.54,85.83,86.15,311200,48.50829298,48.54194814,48.1436955,48.32318965,311200,0,1
2003-01-06,86.25,86.29,85.81,86.17,35600,48.37928157,48.40171833,48.13247711,48.33440803,35600,0,1
2003-01-07,86.56,86.75,86.17,86.19,69800,48.55316652,48.65974117,48.33440803,48.34562641,69800,0,1
2003-01-08,86.99,87.14,86.78,86.88,160100,48.79436178,48.87849966,48.67656875,48.73266067,160100,0,1
2003-01-09,85.32,86.17,85.02,86.17,237500,47.8576267,48.33440803,47.68935094,48.33440803,237500,0,1
2003-01-10,85.54,85.92,85.12,85.92,145200,47.98102893,48.19417823,47.74544286,48.19417823,145200,0,1
2003-01-13,85.68,85.87,85.4,85.54,53300,48.05955762,48.16613227,47.90250024,47.98102893,53300,0,1
2003-01-14,85.98,86.28,85.96,86,98900,48.22783338,48.39610914,48.216615,48.23905176,98900,0,1
2003-01-15,86.4,86.7,86.2,86.28,129600,48.46341945,48.63169521,48.35123561,48.39610914,129600,0,1
2003-01-16,86.52,86.6,85.62,86.38,57900,48.53072975,48.57560329,48.02590247,48.45220106,57900,0,1
2003-01-17,86.95,87.24,86.93,87.1,97700,48.77192501,48.93459158,48.76070663,48.85606289,97700,0,1
2003-01-21,87.45,87.45,86.8,86.88,107500,49.05238461,49.05238461,48.68778713,48.73266067,107500,0,1
2003-01-22,87.88,87.9,87.52,87.68,106800,49.29357987,49.30479826,49.09164896,49.18139603,106800,0,1
2003-01-23,87.45,87.7,87.3,87.32,110700,49.05238461,49.19261442,48.96824673,48.97946512,110700,0,1
2003-01-24,87.97,88.44,87.74,87.74,285300,49.3440626,49.60769463,49.21505118,49.21505118,285300,0,1
2003-01-27,87.65,88.04,87.5,87.9,150500,49.16456845,49.38332695,49.08043057,49.30479826,150500,0,1
2003-01-28,87.65,87.78,87.1,87.65,454700,49.16456845,49.23748795,48.85606289,49.16456845,454700,0,1
2003-01-29,87.65,87.78,87.1,87.65,454700,49.16456845,49.23748795,48.85606289,49.16456845,454700,0,1
2003-01-30,87.82,87.9,87.1,87.2,108600,49.25992472,49.30479826,48.85606289,48.91215481,108600,0,1
2003-01-31,88.06,88.21,87.54,87.9,182300,49.39454533,49.47868321,49.10286734,49.30479826,182300,0,1
2003-02-03,87.88,87.91,87.31,87.67,55200,49.46611862,49.4830051,49.14527557,49.34791328,55200,0.3076,1
2003-02-04,88.27,88.4,88.11,88.37,56900,49.68564282,49.75881755,49.59558161,49.74193107,56900,0,1
2003-02-05,87.51,88.7,87.43,88.23,222700,49.25785208,49.92768231,49.21282147,49.66312751,222700,0,1
2003-02-06,88.22,88.26,87.79,87.84,120900,49.65749869,49.68001399,49.41545919,49.44360332,120900,0,1
2003-02-07,88.42,88.52,87.63,87.77,247200,49.7700752,49.82636345,49.32539798,49.40420154,247200,0,1
2003-02-10,87.8,88.4,87.69,88.12,76600,49.42108802,49.75881755,49.35917094,49.60121043,76600,0,1
2003-02-11,87.78,87.91,87.43,87.6,259100,49.40983037,49.4830051,49.21282147,49.30851151,259100,0,1
2003-02-12,88.09,88.13,87.67,87.8,121300,49.58432396,49.60683926,49.34791328,49.42108802,121300,0,1
2003-02-13,88.57,89.18,88.17,88.27,440200,49.85450758,50.19786594,49.62935456,49.68564282,440200,0,1
2003-02-14,87.81,88.37,87.61,88.3,829700,49.42671684,49.74193107,49.31414033,49.70252929,829700,0,1
2003-02-18,87.92,87.98,87.34,87.56,213200,49.48863392,49.52240688,49.16216204,49.2859962,213200,0,1
2003-02-19,88.52,88.7,88.25,88.39,62100,49.82636345,49.92768231,49.67438516,49.75318872,62100,0,1
2003-02-20,88.82,88.9,88.34,88.34,486700,49.99522822,50.04025882,49.72504459,49.72504459,486700,0,1
2003-02-21,88.3,88.72,88.21,88.56,250400,49.70252929,49.93893996,49.65186986,49.84887876,250400,0,1
2003-02-24,88.72,88.9,88.62,88.88,168200,49.93893996,50.04025882,49.88265171,50.02900117,168200,0,1
2003-02-25,89.13,89.65,89,89.4,358500,50.16972181,50.46242074,50.09654708,50.3217001,358500,0,1
2003-02-26,89.75,89.75,89.15,89.38,334000,50.51870899,50.51870899,50.18097946,50.31044245,334000,0,1
2003-02-27,89.9,89.99,89.31,89.46,695700,50.60314137,50.6538008,50.27104067,50.35547305,695700,0,1
2003-02-28,90.47,90.54,89.58,89.68,213300,50.92398443,50.96338621,50.42301896,50.47930721,213300,0,1
