Date,Close,High,Low,Open,Volume,Adj Close,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2007-11-20,105,105.25,104.76,105.04,75325,86.62099246,86.82723292,86.42300162,86.65399093,75325,0,1
2007-11-21,105.65,105.87,105.47,105.66,21400,87.15721765,87.33870925,87.00872452,87.16546727,21400,0,1
2007-11-23,105.28,105.5,105.2101,105.5,28100,86.85198177,87.03347337,86.79431694,87.03347337,28100,0,1
2007-11-26,106.1564,106.35,105.3899,105.58,47100,87.57497832,87.73469093,86.94264508,87.09947032,47100,0,1
2007-11-27,105.59,106.25,105.4,106.25,45000,87.10771994,87.65219475,86.95097719,87.65219475,45000,0,1
2007-11-28,105.34,105.66,105.17,105.31,20900,86.90147948,87.16546727,86.76123597,86.87673063,20900,0,1
2007-11-29,105.72,105.91,105.5801,105.87,25100,87.21496498,87.37170773,87.09955282,87.33870925,25100,0,1
2007-11-30,105.9,105.9,105.33,105.67,27500,87.36345811,87.36345811,86.89322986,87.17371689,27500,0,1
2007-12-03,106,108.76,105.61,108.76,38300,87.72783962,90.01207394,87.40506738,90.01207394,38300,0.341695,1
2007-12-04,105.96,106.13,105.73,106.08,57300,87.69473478,87.83543037,87.50438192,87.79404931,57300,0,1
2007-12-05,105.82,106.03,105.67,105.82,49600,87.57886782,87.75266826,87.45472465,87.57886782,49600,0,1
2007-12-06,105.39,105.87,105.37,105.7,32200,87.22299074,87.62024888,87.20643831,87.47955329,32200,0,1
2007-12-07,105.12,105.33,104.84,105.23,51300,86.99953303,87.17333347,86.76779912,87.09057136,51300,0,1
2007-12-10,104.81,105.26,104.75,105.07,85200,86.74297048,87.11539999,86.69331321,86.95815198,85200,0,1
2007-12-11,106,106,104.9,104.9,40701,87.72783962,87.72783962,86.81745638,86.81745638,40701,0,1
2007-12-12,105.23,105.5,104.75,104.75,54500,87.09057136,87.31402906,86.69331321,86.69331321,54500,0,1
2007-12-13,104.94,105.19,104.05,104.86,56400,86.85056123,87.05746651,86.11397842,86.78435154,56400,0,1
2007-12-14,104.56,104.79,104.51,104.73,35800,86.5360652,86.72641806,86.49468414,86.67676079,35800,0,1
2007-12-17,105.11,105.11,104.71,104.77,51700,86.99125682,86.99125682,86.66020837,86.70986564,51700,0,1
2007-12-18,105.07,105.36,104.92,105.05,19940,86.95815198,87.1981621,86.83400881,86.94159955,19940,0,1
2007-12-19,105.59,105.6284,105.05,105.42,13000,87.38851496,87.42029561,86.94159955,87.24781937,13000,0,1
2007-12-20,105.61,105.79,105.4,105.57,26900,87.40506738,87.55403919,87.23126695,87.37196254,26900,0,1
2007-12-21,105.08,105.3899,105,105.3899,17537,86.96642819,87.22290797,86.9002185,87.22290797,17537,0,1
